,Location,Filename,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
24,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-31.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
25,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-32.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
26,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-33.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
27,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-34.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
28,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-35.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
29,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-36.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
30,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-37.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
31,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-38.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
32,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-39.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
33,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-4.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
34,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-40.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
35,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-41.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
36,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-42.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
37,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-43.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
38,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-44.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
39,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-45.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
40,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-46.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
41,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-47.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
42,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-48.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
43,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-49.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
44,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-5.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
45,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-50.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
46,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-51.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
47,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-52.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
48,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-53.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
49,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-54.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
50,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-6.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
51,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-7.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
52,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-8.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
53,Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-9.jpg,2023,2,3,8:30,136,76,137,55,228,3,23,c_Unhealthy_for_Sensitive_Groups
54,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-1.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
55,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-10.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
56,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-11.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
57,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-12.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
58,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-13.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
59,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-14.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
60,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-15.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
61,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-16.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
62,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-17.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
63,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-18.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
64,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-19.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
65,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-2.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
66,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-20.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
67,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-21.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
68,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-22.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
69,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-23.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
70,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-24.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
71,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-25.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
72,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-26.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
73,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-27.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
74,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-28.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
75,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-29.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
76,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-3.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
77,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-30.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
78,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-31.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
79,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-32.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
80,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-33.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
81,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-34.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
82,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-35.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
83,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-36.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
84,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-37.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
85,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-38.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
86,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-39.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
87,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-4.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
88,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-40.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
89,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-41.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
90,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-42.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
91,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-43.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
92,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-44.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
93,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-45.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
94,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-46.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
95,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-47.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
96,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-48.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
97,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-49.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
98,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-5.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
99,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-50.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
100,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-51.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
101,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-52.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
102,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-53.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
103,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-54.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
104,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-55.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
105,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-56.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
106,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-57.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
107,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-58.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
108,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-59.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
109,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-6.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
110,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-60.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
111,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-61.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
112,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-62.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
113,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-63.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
114,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-7.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
115,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-8.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
116,Bengaluru,BENGR_UHFSG_2023-02-05-08.30-1-9.jpg,2023,2,3,8:30,111,54,111,39,319,7,29,c_Unhealthy_for_Sensitive_Groups
117,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-1.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
118,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-10.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
119,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-11.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
120,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-12.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
121,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-13.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
122,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-14.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
123,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-15.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
124,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-16.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
125,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-17.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
126,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-18.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
127,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-19.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
128,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-2.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
129,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-20.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
130,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-21.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
131,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-22.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
132,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-23.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
133,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-24.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
134,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-25.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
135,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-26.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
136,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-27.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
137,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-28.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
138,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-29.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
139,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-3.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
140,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-30.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
141,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-31.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
142,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-32.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
143,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-33.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
144,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-34.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
145,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-35.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
146,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-36.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
147,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-37.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
148,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-38.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
149,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-39.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
150,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-4.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
151,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-40.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
152,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-41.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
153,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-42.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
154,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-43.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
155,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-44.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
156,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-45.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
157,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-46.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
158,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-47.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
159,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-48.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
160,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-49.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
161,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-5.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
162,Bengaluru,BENGR_UHFSG_2023-02-09-08.30-1-6.jpg,2023,2,9,8:30,103,44,80,28,286,14,29,c_Unhealthy_for_Sensitive_Groups
