,Location,Filename,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
314,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-216.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
315,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-221.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
316,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-226.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
317,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-231.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
318,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-236.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
319,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-241.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
320,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-246.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
321,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-251.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
322,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-256.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
323,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-26.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
324,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-261.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
325,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-266.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
326,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-271.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
327,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-276.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
328,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-281.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
329,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-286.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
330,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-291.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
331,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-296.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
332,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-301.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
333,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-306.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
334,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-31.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
335,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-311.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
336,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-316.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
337,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-321.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
338,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-326.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
339,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-331.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
340,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-336.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
341,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-341.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
342,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-346.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
343,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-351.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
344,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-356.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
345,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-36.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
346,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-361.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
347,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-366.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
348,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-371.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
349,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-376.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
350,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-381.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
351,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-386.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
352,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-391.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
353,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-396.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
354,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-401.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
355,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-406.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
356,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-41.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
357,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-411.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
358,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-416.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
359,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-421.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
360,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-426.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
361,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-431.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
362,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-436.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
363,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-441.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
364,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-446.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
365,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-451.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
366,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-456.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
367,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-46.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
368,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-461.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
369,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-466.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
370,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-471.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
371,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-476.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
372,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-481.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
373,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-486.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
374,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-491.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
375,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-496.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
376,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-501.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
377,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-506.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
378,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-51.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
379,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-511.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
380,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-516.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
381,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-521.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
382,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-526.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
383,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-531.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
384,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-536.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
385,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-541.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
386,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-546.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
387,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-551.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
388,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-556.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
389,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-56.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
390,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-561.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
391,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-566.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
392,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-571.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
393,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-576.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
394,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-581.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
395,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-586.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
396,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-591.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
397,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-596.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
398,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-6.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
399,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-61.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
400,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-66.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
401,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-71.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
402,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-76.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
403,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-81.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
404,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-86.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
405,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-91.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
406,Bengaluru,BENGR_Mod_2023-02-21-08.30-1-96.jpg,2023,2,21,8:30,56,27,53,27,265,19,16,b_Moderate
407,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-1.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
408,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-101.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
409,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-106.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
410,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-11.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
411,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-111.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
412,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-116.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
413,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-121.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
414,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-126.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
415,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-131.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
416,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-136.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
417,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-141.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
418,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-146.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
419,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-151.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
420,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-156.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
421,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-16.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
422,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-161.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
423,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-166.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
424,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-171.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
425,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-176.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
426,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-181.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
427,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-186.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
428,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-191.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
429,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-196.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
430,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-201.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
431,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-206.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
432,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-21.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
433,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-211.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
434,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-216.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
435,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-221.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
436,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-226.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
437,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-231.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
438,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-236.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
439,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-241.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
440,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-246.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
441,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-251.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
442,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-256.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
443,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-26.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
444,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-261.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
445,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-266.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
446,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-271.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
447,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-276.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
448,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-281.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
449,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-286.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
450,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-291.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
451,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-296.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
452,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-301.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
453,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-306.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
454,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-31.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
455,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-311.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
456,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-316.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
457,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-321.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
458,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-326.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
459,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-331.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
460,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-336.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
461,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-341.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
462,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-346.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
463,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-351.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
464,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-356.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
465,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-36.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
466,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-361.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
467,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-366.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
468,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-371.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
469,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-376.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
470,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-381.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
471,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-386.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
472,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-391.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
473,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-396.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
474,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-401.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
475,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-406.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
476,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-41.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
477,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-411.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
478,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-416.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
479,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-421.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
480,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-426.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
481,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-431.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
482,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-436.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
483,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-441.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
484,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-446.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
485,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-451.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
486,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-456.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
487,Bengaluru,BENGR_Mod_2023-02-23-08.30-1-46.jpg,2023,2,23,8:30,97,43,78,26,258,10,17,b_Moderate
